Log_ID,Event_ID,Protocol,Source_Port,Destination_Port,Connection_Duration_Sec,Traffic_Flag
L000568,E000568,HTTP,15081,31954,197,ACK
L000569,E000569,HTTP,1859,47463,111,ACK
L000570,E000570,HTTP,58068,45708,145,SYN
L000571,E000571,TCP,17411,16113,200,SYN
L000572,E000572,TCP,35465,10285,522,SYN
L000573,E000573,UDP,19132,31573,416,RST
L000574,E000574,HTTPS,59768,52360,487,ACK
L000575,E000575,TCP,12651,63689,109,RST
L000576,E000576,UDP,39127,48892,282,SYN
L000577,E000577,UDP,57400,65029,496,FIN
L000578,E000578,TCP,13986,31926,435,FIN
L000579,E000579,TCP,19882,48305,114,RST
L000580,E000580,HTTPS,36940,40305,112,FIN
L000581,E000581,HTTP,4495,40891,167,SYN
L000582,E000582,HTTP,65024,40755,446,FIN
L000583,E000583,UDP,51750,33629,354,SYN
L000584,E000584,HTTP,2589,24478,422,FIN
L000585,E000585,HTTP,41558,52874,229,FIN
L000586,E000586,TCP,61346,57630,111,SYN
L000587,E000587,HTTPS,23847,56679,188,RST
L000588,E000588,HTTPS,10806,9142,357,RST
L000589,E000589,HTTP,3120,8458,188,FIN
L000590,E000590,UDP,58635,47066,130,ACK
L000591,E000591,UDP,62853,31143,182,FIN
L000592,E000592,HTTP,57708,18726,593,FIN
L000593,E000593,HTTP,40992,798,263,SYN
L000594,E000594,HTTPS,37806,20807,568,ACK
L000595,E000595,HTTP,16493,51243,448,RST
L000596,E000596,HTTPS,9752,15599,394,RST
L000597,E000597,HTTPS,34109,12554,587,SYN
L000598,E000598,HTTPS,20948,58605,92,RST
L000599,E000599,UDP,35637,313,420,RST
L000600,E000600,UDP,26518,49484,504,FIN
L000601,E000601,TCP,39923,45536,49,RST
L000602,E000602,UDP,30608,47222,149,ACK
L000603,E000603,TCP,32757,25590,290,SYN
L000604,E000604,UDP,26232,4536,302,FIN
L000605,E000605,HTTP,16458,1683,196,SYN
L000606,E000606,HTTP,25076,21835,29,FIN
L000607,E000607,HTTP,36746,19730,82,FIN
L000608,E000608,UDP,52964,8328,560,ACK
L000609,E000609,HTTP,46755,26335,44,ACK
L000610,E000610,UDP,54900,38907,249,FIN
L000611,E000611,TCP,5394,43481,509,FIN
L000612,E000612,HTTPS,12431,27251,258,SYN
L000613,E000613,HTTP,35336,16612,411,SYN
L000614,E000614,HTTPS,411,43346,279,ACK
L000615,E000615,HTTP,43966,45764,117,RST
L000616,E000616,HTTP,39750,12567,92,RST
L000617,E000617,UDP,27682,60920,77,SYN
L000618,E000618,HTTP,21424,26040,215,SYN
L000619,E000619,HTTP,29305,44726,416,SYN
L000620,E000620,UDP,27665,22023,61,RST
L000621,E000621,HTTP,65359,21975,527,FIN
L000622,E000622,UDP,58197,31001,498,SYN
L000623,E000623,HTTPS,46637,27496,537,SYN
L000624,E000624,HTTPS,21648,5135,117,RST
L000625,E000625,HTTP,42220,19860,496,ACK
L000626,E000626,UDP,5492,31130,473,FIN
L000627,E000627,HTTP,20863,30256,302,RST
L000628,E000628,HTTPS,1550,26026,50,FIN
L000629,E000629,HTTP,36203,47312,529,ACK
L000630,E000630,HTTP,35428,51881,392,RST
L000631,E000631,HTTP,49354,61892,247,ACK
L000632,E000632,HTTPS,46290,23951,325,SYN
L000633,E000633,TCP,47600,54044,339,RST
L000634,E000634,HTTP,9872,31004,474,SYN
L000635,E000635,TCP,60994,42122,362,RST
L000636,E000636,UDP,25562,26296,588,SYN
L000637,E000637,TCP,53905,24101,138,RST
L000638,E000638,UDP,1757,2974,581,FIN
L000639,E000639,HTTP,26106,15628,114,RST
L000640,E000640,HTTP,61118,46764,428,SYN
L000641,E000641,HTTPS,63947,44992,421,FIN
L000642,E000642,UDP,56517,10548,254,RST
L000643,E000643,HTTP,21577,45536,561,ACK
L000644,E000644,UDP,47578,52582,240,ACK
L000645,E000645,TCP,17283,38125,264,ACK
L000646,E000646,HTTP,55787,18738,533,FIN
L000647,E000647,UDP,32899,52524,188,SYN
L000648,E000648,HTTPS,28176,28513,339,ACK
L000649,E000649,HTTP,32787,40032,469,SYN
L000650,E000650,TCP,37204,1413,31,ACK
L000651,E000651,TCP,27,2592,30,ACK
L000652,E000652,UDP,49008,27422,418,RST
L000653,E000653,TCP,30592,36767,23,RST
L000654,E000654,HTTP,20233,45506,81,RST
L000655,E000655,UDP,62501,32406,507,RST
L000656,E000656,HTTP,250,9700,312,ACK
L000657,E000657,HTTP,4111,49695,97,ACK
L000658,E000658,UDP,53299,57472,597,SYN
L000659,E000659,HTTP,62713,13214,387,ACK
L000660,E000660,HTTPS,21495,64687,170,RST
L000661,E000661,TCP,62865,38839,485,RST
L000662,E000662,HTTPS,59529,7638,394,ACK
L000663,E000663,HTTP,8952,39737,204,ACK
L000664,E000664,TCP,7189,53770,59,RST
L000665,E000665,TCP,7594,28759,482,FIN
L000666,E000666,HTTP,25988,1312,562,ACK
L000667,E000667,HTTP,64940,36662,394,FIN
L000668,E000668,TCP,31960,48737,341,SYN
L000669,E000669,HTTPS,35907,49764,217,SYN
L000670,E000670,UDP,62963,13450,237,SYN
L000671,E000671,HTTP,55972,44754,241,FIN
L000672,E000672,HTTPS,24747,11362,115,RST
L000673,E000673,HTTP,4706,41859,40,ACK
L000674,E000674,HTTPS,22855,6874,315,SYN
L000675,E000675,HTTPS,18382,36794,428,RST
L000676,E000676,UDP,60235,62375,204,RST
L000677,E000677,UDP,62494,42472,143,RST
L000678,E000678,HTTPS,2126,10463,548,FIN
L000679,E000679,HTTPS,14139,58157,378,FIN
L000680,E000680,HTTP,42980,43693,27,SYN
L000681,E000681,UDP,4370,43123,590,SYN
L000682,E000682,HTTP,60602,44371,366,ACK
L000683,E000683,HTTP,12558,58023,354,FIN
L000684,E000684,UDP,61870,514,95,RST
L000685,E000685,HTTP,17818,37327,509,SYN
L000686,E000686,HTTP,51898,63137,306,FIN
L000687,E000687,HTTP,44451,43439,591,SYN
L000688,E000688,HTTP,20535,9707,82,SYN
L000689,E000689,UDP,2482,41956,219,RST
L000690,E000690,TCP,41411,29644,84,ACK
L000691,E000691,HTTPS,1473,55572,304,ACK
L000692,E000692,TCP,9273,62686,111,SYN
L000693,E000693,TCP,18783,26709,564,RST
L000694,E000694,HTTPS,23198,9474,92,SYN
L000695,E000695,TCP,34509,18659,574,RST
L000696,E000696,HTTP,19653,11508,365,FIN
L000697,E000697,HTTPS,61689,46191,539,RST
L000698,E000698,UDP,12000,10859,66,FIN
L000699,E000699,HTTP,18580,52868,106,RST
L000700,E000700,TCP,1179,22773,401,RST
L000701,E000701,UDP,39378,48000,157,ACK
L000702,E000702,HTTPS,49438,37597,43,RST
L000703,E000703,TCP,54625,24916,267,RST
L000704,E000704,UDP,46873,15770,352,ACK
L000705,E000705,HTTP,5434,30305,383,ACK
L000706,E000706,TCP,19953,30470,504,SYN
L000707,E000707,TCP,20085,34168,210,SYN
L000708,E000708,HTTPS,25627,8523,483,ACK
L000709,E000709,UDP,23740,22489,228,ACK
L000710,E000710,HTTPS,55240,47847,324,ACK
L000711,E000711,UDP,10242,45682,414,ACK
L000712,E000712,UDP,22125,3846,445,ACK
L000713,E000713,HTTP,34720,13842,476,ACK
L000714,E000714,UDP,58699,62330,247,SYN
L000715,E000715,TCP,17063,58725,430,FIN
L000716,E000716,HTTPS,31657,23840,40,ACK
L000717,E000717,TCP,52052,39487,344,FIN
L000718,E000718,TCP,35503,20687,179,SYN
L000719,E000719,UDP,38346,32459,117,SYN
L000720,E000720,TCP,45380,61046,30,FIN
L000721,E000721,HTTP,14200,14294,46,FIN
L000722,E000722,TCP,38287,35370,64,ACK
L000723,E000723,HTTP,2708,43510,428,SYN
L000724,E000724,TCP,47799,34689,502,RST
L000725,E000725,HTTP,43729,34539,411,FIN
L000726,E000726,HTTP,34191,43972,320,ACK
L000727,E000727,UDP,23058,12148,485,RST
L000728,E000728,HTTPS,34267,23066,488,FIN
L000729,E000729,HTTP,45444,28510,310,FIN
L000730,E000730,UDP,38117,11515,516,RST
L000731,E000731,HTTP,1531,5684,225,ACK
L000732,E000732,HTTP,8571,46418,427,RST
L000733,E000733,HTTP,39982,18325,150,ACK
L000734,E000734,UDP,5929,27831,404,SYN
L000735,E000735,HTTP,11468,12530,531,SYN
L000736,E000736,HTTP,39936,35901,470,SYN
L000737,E000737,HTTP,11923,48956,32,ACK
L000738,E000738,HTTP,29939,57769,520,RST
L000739,E000739,UDP,7897,11607,269,SYN
L000740,E000740,HTTP,38659,16101,539,RST
L000741,E000741,UDP,24597,9624,244,SYN
L000742,E000742,HTTPS,22166,41917,369,ACK
L000743,E000743,UDP,47948,30622,214,FIN
L000744,E000744,HTTPS,64427,30686,452,ACK
L000745,E000745,TCP,57251,50743,454,FIN
L000746,E000746,HTTP,33396,9382,474,RST
L000747,E000747,HTTP,19682,60561,407,SYN
L000748,E000748,HTTP,44313,41751,577,RST
L000749,E000749,UDP,41659,1889,260,RST
L000750,E000750,HTTP,65520,34591,115,FIN
L000751,E000751,HTTP,41802,56653,139,ACK
L000752,E000752,HTTPS,34893,30655,429,SYN
L000753,E000753,TCP,30165,20548,34,FIN
L000754,E000754,HTTPS,5169,6517,365,FIN
L000755,E000755,HTTP,52660,6368,54,RST
L000756,E000756,HTTP,52881,39024,568,SYN
L000757,E000757,HTTPS,52136,49514,400,SYN
L000758,E000758,TCP,24414,36379,550,SYN
L000759,E000759,TCP,32001,4732,524,RST
L000760,E000760,UDP,38862,29919,18,SYN
L000761,E000761,UDP,57836,27194,529,ACK
L000762,E000762,TCP,23358,49717,425,ACK
L000763,E000763,HTTP,12217,3969,409,SYN
L000764,E000764,HTTP,41897,57453,80,SYN
L000765,E000765,HTTPS,40979,50367,503,RST
L000766,E000766,TCP,22518,17430,262,FIN
L000767,E000767,UDP,56011,26592,574,ACK
L000768,E000768,TCP,39645,53738,314,RST
L000769,E000769,TCP,38160,48140,11,ACK
L000770,E000770,UDP,11365,32564,117,SYN
L000771,E000771,HTTPS,51248,16169,139,FIN
L000772,E000772,HTTPS,23970,40878,153,SYN
L000773,E000773,UDP,15754,53217,46,ACK
L000774,E000774,HTTP,33359,40204,587,SYN
L000775,E000775,HTTP,26870,46735,267,ACK
L000776,E000776,TCP,29043,9042,90,SYN
L000777,E000777,HTTP,55098,64619,414,ACK
L000778,E000778,TCP,51823,4682,547,RST
L000779,E000779,HTTPS,57137,1079,78,RST
L000780,E000780,UDP,22945,1330,337,FIN
L000781,E000781,HTTP,23719,40612,204,SYN
L000782,E000782,TCP,14591,63750,107,ACK
L000783,E000783,HTTP,19176,59138,463,SYN
L000784,E000784,HTTPS,12674,16791,115,ACK
L000785,E000785,HTTP,42702,55498,31,FIN
L000786,E000786,HTTP,45402,432,470,RST
L000787,E000787,HTTP,49251,58023,504,SYN
L000788,E000788,HTTPS,45358,8532,286,ACK
L000789,E000789,HTTPS,35955,45236,123,ACK
L000790,E000790,TCP,19391,57539,351,ACK
L000791,E000791,HTTP,36248,42622,18,RST
L000792,E000792,UDP,51206,1497,461,FIN
L000793,E000793,HTTP,43695,65027,540,FIN
L000794,E000794,HTTP,35127,19767,65,ACK
L000795,E000795,UDP,10611,29084,505,RST
L000796,E000796,TCP,8515,6298,577,SYN
L000797,E000797,HTTPS,49666,28448,506,ACK
L000798,E000798,HTTP,11609,29427,206,FIN
L000799,E000799,HTTP,59151,17780,369,SYN
L000800,E000800,TCP,26600,28859,510,FIN
L000801,E000801,UDP,4302,48029,17,ACK
L000802,E000802,TCP,27275,13690,293,FIN
L000803,E000803,UDP,54698,47614,511,SYN
L000804,E000804,TCP,44774,43944,541,FIN
L000805,E000805,UDP,21757,29141,364,FIN
L000806,E000806,UDP,53186,15032,481,ACK
L000807,E000807,HTTP,13831,45131,274,RST
L000808,E000808,UDP,64090,20434,544,RST
L000809,E000809,UDP,10890,10591,350,ACK
L000810,E000810,HTTP,1741,12094,196,RST
L000811,E000811,HTTPS,17161,42686,415,SYN
L000812,E000812,UDP,15096,33956,270,RST
L000813,E000813,TCP,14419,60824,498,SYN
L000814,E000814,HTTP,34613,57805,515,RST
L000815,E000815,HTTP,9220,10679,196,SYN
L000816,E000816,UDP,64172,47443,56,SYN
L000817,E000817,HTTP,820,41562,163,ACK
L000818,E000818,HTTP,8727,63299,58,ACK
L000819,E000819,UDP,44446,54253,568,RST
L000820,E000820,UDP,36262,19792,391,ACK
L000821,E000821,HTTP,54784,2174,65,ACK
L000822,E000822,TCP,20589,43490,431,ACK
L000823,E000823,UDP,26425,24765,435,FIN
L000824,E000824,UDP,26699,57129,356,RST
L000825,E000825,HTTP,40411,4666,600,RST
L000826,E000826,HTTP,55857,45487,126,ACK
L000827,E000827,HTTP,19271,52534,332,FIN
L000828,E000828,UDP,45650,10611,409,RST
L000829,E000829,HTTPS,12464,32237,332,FIN
L000830,E000830,UDP,35515,13716,100,RST
L000831,E000831,TCP,26074,62297,438,RST
L000832,E000832,UDP,16001,53335,316,ACK
L000833,E000833,TCP,39552,5375,109,FIN
L000834,E000834,HTTP,47967,7386,398,ACK
L000835,E000835,HTTP,39708,52032,485,RST
L000836,E000836,TCP,49576,23366,275,SYN
L000837,E000837,TCP,60596,44229,276,SYN
L000838,E000838,HTTPS,24349,42159,286,RST
L000839,E000839,HTTPS,23178,6287,195,RST
L000840,E000840,HTTPS,44864,41996,290,SYN
L000841,E000841,HTTPS,23381,52672,241,FIN
L000842,E000842,TCP,13147,33672,264,FIN
L000843,E000843,HTTP,27101,10785,588,ACK
L000844,E000844,UDP,19810,43713,343,RST
L000845,E000845,HTTP,7136,21952,554,ACK
L000846,E000846,UDP,46219,62452,228,SYN
L000847,E000847,HTTP,31932,26307,47,FIN
L000848,E000848,HTTPS,29345,26777,382,RST
L000849,E000849,TCP,11015,17921,588,ACK
L000850,E000850,UDP,50725,60396,315,FIN
L000851,E000851,TCP,20484,25047,507,RST
L000852,E000852,UDP,33394,38495,163,FIN
L000853,E000853,UDP,55575,40333,113,FIN
L000854,E000854,UDP,60689,31047,228,FIN
L000855,E000855,UDP,40201,3145,541,ACK
L000856,E000856,TCP,49863,48093,92,RST
L000857,E000857,HTTPS,29359,45228,280,FIN
L000858,E000858,HTTPS,34372,64697,457,RST
L000859,E000859,UDP,8615,232,478,SYN
L000860,E000860,TCP,63961,6385,423,FIN
L000861,E000861,HTTP,54882,7533,571,ACK
L000862,E000862,HTTPS,49362,39526,520,SYN
L000863,E000863,HTTPS,45011,3747,126,FIN
L000864,E000864,UDP,47211,37473,579,RST
L000865,E000865,HTTP,62433,53653,31,FIN
L000866,E000866,HTTP,5082,37877,76,FIN
L000867,E000867,HTTP,43053,51696,134,SYN
L000868,E000868,HTTPS,18937,11074,409,SYN
L000869,E000869,HTTP,8607,9316,464,FIN
L000870,E000870,TCP,19460,23473,93,ACK
L000871,E000871,UDP,34351,44564,346,ACK
L000872,E000872,HTTPS,1983,36693,128,SYN
L000873,E000873,UDP,22673,29700,292,ACK
L000874,E000874,TCP,36495,37147,129,SYN
L000875,E000875,TCP,20427,42355,193,FIN
L000876,E000876,HTTPS,2412,54685,133,ACK
L000877,E000877,HTTP,17030,43766,593,RST
L000878,E000878,UDP,26257,50788,243,SYN
L000879,E000879,HTTP,3466,33573,83,SYN
L000880,E000880,HTTPS,28688,29010,64,FIN
L000881,E000881,UDP,48340,37909,377,RST
L000882,E000882,TCP,63758,13974,339,FIN
L000883,E000883,TCP,54429,54709,406,FIN
L000884,E000884,UDP,48884,42823,550,ACK
L000885,E000885,UDP,55873,23606,592,FIN
L000886,E000886,HTTPS,26129,62147,90,RST
L000887,E000887,HTTP,63330,50156,540,FIN
L000888,E000888,TCP,64946,11536,92,ACK
L000889,E000889,UDP,18482,37341,398,SYN
L000890,E000890,HTTP,39489,58674,219,RST
L000891,E000891,TCP,46291,25701,159,RST
L000892,E000892,UDP,14818,21914,152,RST
L000893,E000893,HTTP,46683,63178,224,RST
L000894,E000894,TCP,7286,16127,540,RST
L000895,E000895,TCP,46381,21012,490,SYN
L000896,E000896,HTTPS,10617,54901,529,FIN
L000897,E000897,HTTPS,48045,24512,319,RST
L000898,E000898,TCP,48415,52521,63,RST
L000899,E000899,HTTP,27011,7744,283,RST
L000900,E000900,HTTP,33735,16063,534,FIN
L000901,E000901,HTTPS,47367,2912,135,RST
L000902,E000902,HTTPS,32988,22208,577,RST
L000903,E000903,HTTPS,64217,51471,460,FIN
L000904,E000904,UDP,48078,9007,324,RST
L000905,E000905,HTTP,52375,14134,224,SYN
L000906,E000906,UDP,42057,25627,87,ACK
L000907,E000907,UDP,24797,47961,32,ACK
L000908,E000908,HTTPS,64529,7336,390,RST
L000909,E000909,HTTP,64524,8701,203,RST
L000910,E000910,UDP,29473,48287,547,SYN
L000911,E000911,UDP,29649,5233,488,SYN
L000912,E000912,HTTPS,21118,35288,567,SYN
L000913,E000913,HTTPS,18691,62674,422,SYN
L000914,E000914,UDP,2596,16491,433,FIN
L000915,E000915,HTTP,21422,24782,335,RST
L000916,E000916,HTTPS,14508,45263,404,ACK
L000917,E000917,HTTPS,12801,63940,575,SYN
L000918,E000918,UDP,60079,40587,156,ACK
L000919,E000919,UDP,13835,56448,69,FIN
L000920,E000920,UDP,6366,3732,246,RST
L000921,E000921,UDP,59246,2029,319,RST
L000922,E000922,UDP,32682,47405,57,SYN
L000923,E000923,UDP,15207,13185,353,RST
L000924,E000924,UDP,48526,32415,492,FIN
L000925,E000925,TCP,5315,11733,142,ACK
L000926,E000926,UDP,58215,1596,79,ACK
L000927,E000927,UDP,29114,969,302,FIN
L000928,E000928,HTTPS,57844,17526,17,FIN
L000929,E000929,TCP,60575,47474,493,FIN
L000930,E000930,TCP,60654,63499,92,ACK
L000931,E000931,UDP,35314,8834,211,RST
L000932,E000932,HTTPS,49083,20476,255,ACK
L000933,E000933,HTTPS,36783,14717,99,ACK
L000934,E000934,TCP,45089,1283,233,ACK
L000935,E000935,UDP,54453,15432,454,RST
L000936,E000936,UDP,61906,46090,424,SYN
L000937,E000937,HTTP,47167,61762,73,FIN
L000938,E000938,HTTPS,44140,27155,88,FIN
L000939,E000939,HTTP,58265,59143,440,SYN
L000940,E000940,HTTP,35143,7077,527,SYN
L000941,E000941,TCP,785,26102,305,ACK
L000942,E000942,UDP,10776,61017,251,SYN
L000943,E000943,HTTPS,48730,33088,361,ACK
L000944,E000944,UDP,2766,4230,49,SYN
L000945,E000945,TCP,31528,10394,245,ACK
L000946,E000946,UDP,42874,58667,519,FIN
L000947,E000947,HTTPS,34022,15552,45,SYN
L000948,E000948,HTTP,17548,8121,16,ACK
L000949,E000949,HTTP,49935,61641,285,FIN
L000950,E000950,UDP,22255,16283,507,FIN
L000951,E000951,UDP,17499,39219,317,SYN
L000952,E000952,HTTPS,32864,21748,572,FIN
L000953,E000953,HTTPS,49089,32749,54,ACK
L000954,E000954,UDP,38277,8578,529,ACK
L000955,E000955,TCP,3643,39537,77,FIN
L000956,E000956,HTTPS,59839,4510,105,SYN
L000957,E000957,HTTP,42043,15750,465,ACK
L000958,E000958,UDP,63549,20353,102,SYN
L000959,E000959,UDP,64447,55733,318,ACK
L000960,E000960,HTTP,3038,21124,409,ACK
L000961,E000961,TCP,3689,60115,395,ACK
L000962,E000962,HTTPS,55040,36743,310,FIN
L000963,E000963,TCP,62009,35944,489,RST
L000964,E000964,HTTPS,54672,44123,562,RST
L000965,E000965,TCP,45225,30758,447,RST
L000966,E000966,UDP,36917,62744,437,ACK
L000967,E000967,TCP,19771,11170,514,FIN
L000968,E000968,TCP,3824,62227,105,FIN
L000969,E000969,TCP,3098,47363,39,ACK
L000970,E000970,HTTP,60370,38837,193,ACK
L000971,E000971,TCP,25376,22598,109,SYN
L000972,E000972,HTTPS,27123,36558,174,FIN
L000973,E000973,TCP,20990,58181,165,SYN
L000974,E000974,TCP,20335,39923,436,SYN
L000975,E000975,HTTP,17996,27473,587,SYN
L000976,E000976,HTTP,55271,2843,528,FIN
L000977,E000977,HTTP,43154,5729,496,SYN
L000978,E000978,HTTP,8262,52926,60,FIN
L000979,E000979,HTTPS,13827,55050,32,RST
L000980,E000980,HTTPS,21742,60879,139,RST
L000981,E000981,UDP,10575,10859,544,FIN
L000982,E000982,HTTP,7599,15285,246,ACK
L000983,E000983,HTTP,36195,42756,65,ACK
L000984,E000984,TCP,3926,14162,501,RST
L000985,E000985,TCP,1861,9323,254,ACK
L000986,E000986,HTTP,35587,9155,213,FIN
L000987,E000987,TCP,28635,11418,489,FIN
L000988,E000988,TCP,48623,53193,388,RST
L000989,E000989,TCP,58601,33316,553,ACK
L000990,E000990,UDP,33280,65246,412,SYN
L000991,E000991,HTTP,6294,24959,112,FIN
L000992,E000992,UDP,22413,55019,296,ACK
L000993,E000993,HTTP,38352,59656,124,ACK
L000994,E000994,HTTP,54066,22693,332,RST
L000995,E000995,HTTP,42681,27592,312,ACK
L000996,E000996,UDP,64870,15131,67,FIN
L000997,E000997,TCP,14240,59029,55,FIN
L000998,E000998,TCP,32845,7772,378,FIN
L000999,E000999,UDP,22511,230,450,ACK
L001000,E001000,UDP,23657,62346,558,SYN
L001001,E001001,HTTP,40144,4149,593,FIN
L001002,E001002,UDP,29067,61281,210,ACK
L001003,E001003,UDP,4424,11565,219,RST
L001004,E001004,HTTP,22057,26429,574,FIN
L001005,E001005,TCP,56088,10265,150,SYN
L001006,E001006,TCP,24544,12471,567,FIN
L001007,E001007,HTTPS,62517,53550,600,ACK
L001008,E001008,HTTPS,38951,24240,76,ACK
L001009,E001009,UDP,62646,51006,296,RST
L001010,E001010,HTTP,5001,35812,203,FIN
L001011,E001011,TCP,16732,28512,126,ACK
L001012,E001012,TCP,7513,47872,281,SYN
L001013,E001013,HTTPS,38660,59302,528,ACK
L001014,E001014,HTTP,1214,383,470,RST
L001015,E001015,TCP,52551,45072,441,SYN
L001016,E001016,TCP,48253,2063,585,ACK
L001017,E001017,TCP,56017,60856,461,ACK
L001018,E001018,HTTP,54569,39791,588,RST
L001019,E001019,UDP,11495,6267,386,FIN
L001020,E001020,UDP,42652,49904,256,RST
L001021,E001021,HTTP,13261,6687,516,FIN
L001022,E001022,UDP,53576,64529,569,RST
L001023,E001023,TCP,52176,12139,172,FIN
L001024,E001024,TCP,58846,58837,58,SYN
L001025,E001025,UDP,20518,37629,212,RST
L001026,E001026,HTTP,56156,35390,95,ACK
L001027,E001027,HTTP,2530,41900,56,ACK
L001028,E001028,UDP,36761,31015,283,SYN
L001029,E001029,HTTPS,24397,64303,509,FIN
L001030,E001030,UDP,60003,15022,364,SYN
L001031,E001031,TCP,46391,54678,173,RST
L001032,E001032,HTTP,11898,7264,318,ACK
L001033,E001033,HTTP,4781,25425,248,FIN
L001034,E001034,HTTP,32211,30713,201,RST
L001035,E001035,HTTPS,40136,51574,213,ACK
L001036,E001036,TCP,22691,24183,92,FIN
L001037,E001037,HTTPS,385,51812,267,FIN
L001038,E001038,UDP,48306,48500,246,SYN
L001039,E001039,HTTP,14380,16413,288,SYN
L001040,E001040,HTTP,59276,37187,585,ACK
L001041,E001041,HTTPS,33869,30851,309,FIN
L001042,E001042,UDP,15686,44127,514,ACK
L001043,E001043,TCP,63895,17266,21,ACK
L001044,E001044,TCP,14916,64265,30,SYN
L001045,E001045,TCP,51856,45048,17,ACK
L001046,E001046,TCP,4622,7632,316,SYN
L001047,E001047,HTTPS,22586,24511,594,RST
L001048,E001048,HTTPS,11044,4729,436,ACK
L001049,E001049,HTTP,33178,20051,304,ACK
L001050,E001050,TCP,21881,13997,318,FIN
L001051,E001051,HTTPS,63751,22082,373,SYN
L001052,E001052,UDP,58703,15040,577,ACK
L001053,E001053,TCP,60590,25850,92,ACK
L001054,E001054,HTTPS,42811,5606,344,SYN
L001055,E001055,HTTPS,14813,51875,156,RST
L001056,E001056,TCP,20177,24979,238,FIN
L001057,E001057,HTTP,19301,9358,556,FIN
L001058,E001058,HTTPS,53415,34083,434,ACK
L001059,E001059,HTTPS,11633,3465,224,ACK
L001060,E001060,UDP,34444,14629,168,ACK
L001061,E001061,HTTPS,3988,20479,277,ACK
L001062,E001062,UDP,31275,63393,309,SYN
L001063,E001063,UDP,24907,23125,361,FIN
L001064,E001064,UDP,17210,24052,583,SYN
L001065,E001065,UDP,15462,47281,263,SYN
L001066,E001066,TCP,33294,6535,526,FIN
L001067,E001067,HTTP,47256,35170,34,FIN
L001068,E001068,TCP,16610,15463,538,ACK
L001069,E001069,HTTPS,14793,32006,282,SYN
L001070,E001070,HTTP,43056,18375,519,SYN
L001071,E001071,TCP,47336,13250,157,FIN
L001072,E001072,TCP,26656,9836,83,FIN
L001073,E001073,HTTPS,6241,15248,231,FIN
L001074,E001074,HTTP,28713,12415,263,RST
L001075,E001075,TCP,11080,56541,339,FIN
L001076,E001076,HTTP,49495,53883,410,ACK
L001077,E001077,HTTP,41331,36025,132,FIN
L001078,E001078,TCP,56036,57594,371,RST
L001079,E001079,HTTPS,43545,7278,581,SYN
L001080,E001080,HTTPS,60001,16516,588,ACK
L001081,E001081,UDP,49271,43390,203,RST
L001082,E001082,HTTPS,23654,8973,555,FIN
L001083,E001083,TCP,41887,16994,118,SYN
L001084,E001084,UDP,50320,64204,468,FIN
L001085,E001085,HTTP,43122,29682,291,FIN
L001086,E001086,HTTPS,22890,56155,163,FIN
L001087,E001087,TCP,31991,28163,204,ACK
L001088,E001088,HTTPS,54526,45215,246,RST
L001089,E001089,HTTP,55518,50755,216,FIN
L001090,E001090,UDP,32490,7375,195,SYN
L001091,E001091,HTTP,25850,16008,64,RST
L001092,E001092,TCP,42543,56641,69,FIN
L001093,E001093,UDP,52826,1378,273,ACK
L001094,E001094,HTTPS,14238,9798,255,SYN
L001095,E001095,TCP,11627,26469,377,FIN
L001096,E001096,HTTPS,18458,31284,280,FIN
L001097,E001097,UDP,25959,25805,512,ACK
L001098,E001098,HTTP,61992,9439,111,RST
L001099,E001099,TCP,34118,16217,315,SYN
L001100,E001100,UDP,59764,54619,529,RST
L001101,E001101,HTTP,51171,267,226,ACK
L001102,E001102,HTTP,59643,61995,410,FIN
L001103,E001103,HTTPS,52784,51732,211,FIN
L001104,E001104,UDP,40710,46597,354,RST
L001105,E001105,UDP,52469,6914,342,FIN
L001106,E001106,UDP,46220,52628,436,ACK
L001107,E001107,HTTPS,29810,55412,93,ACK
L001108,E001108,HTTPS,48163,31321,72,SYN
L001109,E001109,UDP,28274,4300,104,RST
L001110,E001110,HTTPS,28808,14358,200,ACK
L001111,E001111,TCP,46021,48280,478,RST
L001112,E001112,HTTP,38667,18170,78,FIN
L001113,E001113,HTTP,31905,31421,192,SYN
L001114,E001114,HTTP,22409,14803,239,RST
L001115,E001115,HTTPS,38607,51449,477,SYN
L001116,E001116,HTTPS,9040,30179,418,ACK
